"","uniqueLoc","lon","lat","type","loctype","address","north","south","east","west","locality","administrative_area_level_1","country","street_number","route"
"837","Hinds, Mississippi",-90.44282,32.2667,"null","approximate","Hinds, Mississippi",32.5148544312,32.0499420166,-90.0266265869,-90.6719818115,NA,NA,"USA",NA,NA
"838","Holmes, Mississippi",-90.09205,33.12351,"null","approximate","Holmes, Mississippi",33.3350715637,32.9187278748,-89.7765808105,-90.3303833008,NA,NA,"USA",NA,NA
"839","Jackson, Mississippi",-90.18481,32.29876,"locality","approximate","Jackson, Mississippi",32.4432907104,32.1767845154,-90.0266265869,-90.3655548096,"Jackson, MS, US",NA,"USA",NA,NA
"840","Jasper, Mississippi",-89.11886,32.01911,"null","approximate","Jasper, Mississippi",32.1211090088,31.86784935,-88.8802108765,-89.293182373,NA,NA,"USA",NA,NA
"841","Jefferson Davis, Mississippi",-89.887738,33.642467,"street_address","rooftop","Jefferson Davis, Mississippi",33.643467,33.641467,-89.886738,-89.888738,"Carrollton","MS","United States","2301","Jefferson Rd"
"842","Jones, Mississippi",-89.833495,32.300491,"street_address","rooftop","Jones, Mississippi",32.301491,32.299491,-89.832495,-89.834495,"Johns","MS","United States","100","Jones Ln"
"843","Kemper, Mississippi",-88.64116,32.75456,"null","approximate","Kemper, Mississippi",32.9150428772,32.5513343811,-88.4010620117,-88.8760452271,NA,NA,"USA",NA,NA
"844","Lafayette, Mississippi",-89.48492,34.35675,"null","approximate","Lafayette, Mississippi",34.5068397522,34.1264419556,-89.2501678467,-89.7043533325,NA,NA,"USA",NA,NA
"845","Lauderdale, Mississippi",-88.5117,32.52069,"locality","rooftop","Lauderdale, Mississippi",32.52169,32.51969,-88.5107,-88.5127,"Lauderdale","MS","United States",NA,NA
"846","Lee, Mississippi",-88.68042,34.28989,"null","approximate","Lee, Mississippi",34.526599884,34.1277198791,-88.5430679321,-88.8408050537,NA,NA,"USA",NA,NA
"847","Leflore, Mississippi",-90.054808,33.693728,"locality","rooftop","Leflore, Mississippi",33.694728,33.692728,-90.053808,-90.055808,"Leflore","MS","United States",NA,NA
"848","Lincoln, Mississippi",-90.454,31.53239,"null","approximate","Lincoln, Mississippi",31.6803741455,31.3620643616,-90.2691345215,-90.6317138672,NA,NA,"USA",NA,NA
"849","Lowndes, Mississippi",-88.44331,33.47291,"null","approximate","Lowndes, Mississippi",33.7089538574,33.2988967896,-88.2567749023,-88.6898803711,NA,NA,"USA",NA,NA
"850","Madison, Mississippi",-90.138906,32.553769,"locality","rooftop","Madison, Mississippi",32.554769,32.552769,-90.137906,-90.139906,"Madison","MS","United States",NA,NA
"851","Marion, Mississippi",-88.64782,32.41736,"locality","rooftop","Marion, Mississippi",32.41836,32.41636,-88.64682,-88.64882,"Marion","MS","United States",NA,NA
"852","Monroe, Mississippi",-88.48047,33.89224,"null","approximate","Monroe, Mississippi",34.073764801,33.7826766968,-88.2385940552,-88.6152038574,NA,NA,"USA",NA,NA
"853","Montgomery, Mississippi",-90.419538,31.641835,"locality","rooftop","Montgomery, Mississippi",31.642835,31.640835,-90.418538,-90.420538,"Wesson","MS","United States",NA,NA
"854","Newton, Mississippi",-89.16339,32.32126,"locality","rooftop","Newton, Mississippi",32.32226,32.32026,-89.16239,-89.16439,"Newton","MS","United States",NA,NA
"855","Oktibbeha, Mississippi",-88.8793,33.42495,"null","approximate","Oktibbeha, Mississippi",33.5604972839,33.2861785889,-88.6931533813,-89.0860748291,NA,NA,"USA",NA,NA
"856","Perry, Mississippi",-90.682389,31.080389,"street_address","rooftop","Perry, Mississippi",31.081389,31.079389,-90.681389,-90.683389,"Liberty","MS","United States","2201","Peoria Rd"
"857","Prentiss, Mississippi",-89.886038,31.59763,"locality","rooftop","Prentiss, Mississippi",31.59863,31.59663,-89.885038,-89.887038,"Prentiss","MS","United States",NA,NA
"858","Scott, Mississippi",-91.039093,33.562871,"locality","rooftop","Scott, Mississippi",33.563871,33.561871,-91.038093,-91.040093,"Scott","MS","United States",NA,NA
"859","Sunflower, Mississippi",-90.545111,33.556746,"locality","rooftop","Sunflower, Mississippi",33.557746,33.555746,-90.544111,-90.546111,"Sunflower","MS","United States",NA,NA
"860","Tate, Mississippi",-89.94478,34.65032,"null","approximate","Tate, Mississippi",34.7582550049,34.5683174133,-89.7237091064,-90.222984314,NA,NA,"USA",NA,NA
"861","Warren, Mississippi",-90.85201,32.35723,"null","approximate","Warren, Mississippi",32.5811195374,32.1570129395,-90.647819519,-91.067817688,NA,NA,"USA",NA,NA
"862","Washington, Mississippi",-91.404404,31.470602,"locality","rooftop","Washington, Mississippi",31.471602,31.469602,-91.403404,-91.405404,"Washington","MS","United States",NA,NA
"863","Winston, Mississippi",-90.753512,33.909061,"street_address","rooftop","Winston, Mississippi",33.910061,33.908061,-90.752512,-90.754512,"Winstonville","MS","United States","201","Winston St"
"864","Yalobusha, Mississippi",-89.70763,34.02821,"null","approximate","Yalobusha, Mississippi",34.1990242004,33.9068946838,-89.5179748535,-89.9244689941,NA,NA,"USA",NA,NA
"865","Yazoo, Mississippi",-90.39642,32.78031,"null","approximate","Yazoo, Mississippi",33.0041999817,32.6406402588,-90.0219726562,-90.6968612671,NA,NA,"USA",NA,NA
"866","Big Horn, Montana",-115.974561,48.078747,"street_address","rooftop","Big Horn, Montana",48.079747,48.077747,-115.973561,-115.975561,"Heron","MT","United States","2","Heron Rd"
"867","Carbon, Montana",-112.047853,46.385314,"street_address","rooftop","Carbon, Montana",46.386314,46.384314,-112.046853,-112.048853,"Jefferson City","MT","United States","100","Corbin Rd"
"868","Custer, Montana",-107.693279,46.212579,"locality","rooftop","Custer, Montana",46.213579,46.211579,-107.692279,-107.694279,"Custer","MT","United States",NA,NA
"869","Dawson, Montana",-104.89946,47.26638,"null","approximate","Dawson, Montana",47.6474533081,46.8806991577,-104.379936218,-105.330734253,NA,NA,"USA",NA,NA
"870","Lewis and Clark, Montana",-112.39035,47.12234,"null","approximate","Lewis and Clark, Montana",47.7716369629,46.4725990295,-111.545425415,-113.137207031,NA,NA,"USA",NA,NA
"871","Lincoln, Montana",-112.623833,46.958253,"locality","rooftop","Lincoln, Montana",46.959253,46.957253,-112.622833,-112.624833,"Lincoln","MT","United States",NA,NA
"872","Missoula, Montana",-114.014338,46.856398,"locality","rooftop","Missoula, Montana",46.857398,46.855398,-114.013338,-114.015338,"Missoula","MT","United States",NA,NA
"873","Rosebud, Montana",-106.44475,46.27444,"locality","rooftop","Rosebud, Montana",46.27544,46.27344,-106.44375,-106.44575,"Rosebud","MT","United States",NA,NA
"874","Silver Bow, Montana",-112.664188,46.000541,"street_address","rooftop","Silver Bow, Montana",46.001541,45.999541,-112.663188,-112.665188,"Butte","MT","United States","119001","Silver Bow Rd"
"875","Teton, Montana",-112.501666,48.19107,"street_address","rooftop","Teton, Montana",48.19207,48.19007,-112.500666,-112.502666,"Dupuyer","MT","United States","200","Teton St"
"876","Yellowstone, Montana",-108.27435,45.93725,"null","approximate","Yellowstone, Montana",46.149394989,45.6058692932,-107.518730164,-108.884811401,NA,NA,"USA",NA,NA
"877","Buffalo, Nebraska",-99.498024,42.591061,"street_address","rooftop","Buffalo, Nebraska",42.592061,42.590061,-99.497024,-99.499024,"Bassett","NE","United States","44900","Buffalo Rd"
"878","Cass, Nebraska",-95.907718,40.707742,"locality","rooftop","Cass, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"879","Dawson, Nebraska",-95.830408,40.132685,"locality","rooftop","Dawson, Nebraska",40.133685,40.131685,-95.829408,-95.831408,"Dawson","NE","United States",NA,NA
"880","Dodge, Nebraska",-96.88281,41.72111,"locality","rooftop","Dodge, Nebraska",41.72211,41.72011,-96.88181,-96.88381,"Dodge","NE","United States",NA,NA
"881","Douglas, Nebraska",-96.42238,40.569758,"locality","rooftop","Douglas, Nebraska",40.570758,40.568758,-96.42138,-96.42338,"Douglas","NE","United States",NA,NA
"882","Gage, Nebraska",-96.731983,40.523108,"street_address","rooftop","Gage, Nebraska",40.524108,40.522108,-96.730983,-96.732983,"Martell","NE","United States","768","Gage Rd"
"883","Hall, Nebraska",-97.19791,40.397188,"street_address","rooftop","Hall, Nebraska",40.398188,40.396188,-97.19691,-97.19891,"Western","NE","United States","101","Hill St"
"884","Hamilton, Nebraska",-97.596218,40.746293,"street_address","rooftop","Hamilton, Nebraska",40.747293,40.745293,-97.595218,-97.597218,"McCool Junction","NE","United States","101","Hamilton St"
"885","Howard, Nebraska",-95.907718,40.707742,"locality","rooftop","Howard, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"886","Lancaster, Nebraska",-95.907718,40.707742,"locality","rooftop","Lancaster, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"887","Lincoln, Nebraska",-96.823133,40.865142,"locality","rooftop","Lincoln, Nebraska",40.866142,40.864142,-96.822133,-96.824133,"Lincoln","NE","United States",NA,NA
"888","Madison, Nebraska",-97.48448,41.881046,"locality","rooftop","Madison, Nebraska",41.882046,41.880046,-97.48348,-97.48548,"Madison","NE","United States",NA,NA
"889","Nemaha, Nebraska",-95.676576,40.339435,"locality","rooftop","Nemaha, Nebraska",40.340435,40.338435,-95.675576,-95.677576,"Nemaha","NE","United States",NA,NA
"890","Otoe, Nebraska",-96.080921,40.750553,"locality","rooftop","Otoe, Nebraska",40.751553,40.749553,-96.079921,-96.081921,"Otoe","NE","United States",NA,NA
"891","Scotts Bluff, Nebraska",-95.907718,40.707742,"locality","rooftop","Scotts Bluff, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"892","Valley, Nebraska",-96.344273,41.342714,"locality","rooftop","Valley, Nebraska",41.343714,41.341714,-96.343273,-96.345273,"Valley","NE","United States",NA,NA
"893","Washington, Nebraska",-95.907718,40.707742,"locality","rooftop","Washington, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"894","Alamance, North Carolina",-79.485643,36.031836,"locality","rooftop","Alamance, North Carolina",36.032836,36.030836,-79.484643,-79.486643,"Alamance","NC","United States",NA,NA
"895","Alexander, North Carolina",-79.81692,35.641348,"street_address","rooftop","Alexander, North Carolina",35.642348,35.640348,-79.81592,-79.81792,"Seagrove","NC","United States","301","Alexander Ct"
"896","Anson, North Carolina",-80.604495,35.593743,"street_address","rooftop","Anson, North Carolina",35.594743,35.592743,-80.603495,-80.605495,"China Grove","NC","United States","101","Anson Dr"
"897","Avery, North Carolina",-80.562728,35.349699,"street_address","rooftop","Avery, North Carolina",35.350699,35.348699,-80.561728,-80.563728,"Concord","NC","United States","901","Avery Ct"
"898","Beaufort, North Carolina",-76.610744,34.753777,"locality","rooftop","Beaufort, North Carolina",34.754777,34.752777,-76.609744,-76.611744,"Beaufort","NC","United States",NA,NA
"899","Bertie, North Carolina",-78.878282,35.103835,"street_address","rooftop","Bertie, North Carolina",35.104835,35.102835,-78.877282,-78.879282,"Fayetteville","NC","United States","101","Bartow Dr"
"900","Bladen, North Carolina",-78.171452,35.593388,"street_address","rooftop","Bladen, North Carolina",35.594388,35.592388,-78.170452,-78.172452,"Kenly","NC","United States","2","Beulahtown Rd"
"901","Brunswick, North Carolina",-78.699417,34.290716,"locality","rooftop","Brunswick, North Carolina",34.291716,34.289716,-78.698417,-78.700417,"Brunswick","NC","United States",NA,NA
"902","Buncombe, North Carolina",-80.961562,35.453519,"street_address","rooftop","Buncombe, North Carolina",35.454519,35.452519,-80.960562,-80.962562,"Denver","NC","United States","1401","Buncombe Ln"
"903","Burke, North Carolina",-77.747563,35.920206,"street_address","rooftop","Burke, North Carolina",35.921206,35.919206,-77.746563,-77.748563,"Rocky Mount","NC","United States","2","Brake Rd"
"904","Cabarrus, North Carolina",-80.541734,35.237088,"locality","rooftop","Cabarrus, North Carolina",35.238088,35.236088,-80.540734,-80.542734,"Midland","NC","United States",NA,NA
"905","Caldwell, North Carolina",-80.842851,35.453749,"locality","rooftop","Caldwell, North Carolina",35.454749,35.452749,-80.841851,-80.843851,"Huntersville","NC","United States",NA,NA
"906","Carteret, North Carolina",-80.114609,35.641736,"street_address","rooftop","Carteret, North Carolina",35.642736,35.640736,-80.113609,-80.115609,"Denton","NC","United States","101","Carter Davis Rd"
"907","Caswell, North Carolina",-79.455167,36.106251,"street_address","rooftop","Caswell, North Carolina",36.107251,36.105251,-79.454167,-79.456167,"Burlington","NC","United States","141","Caswell St"
"908","Catawba, North Carolina",-81.044672,35.684978,"locality","rooftop","Catawba, North Carolina",35.685978,35.683978,-81.043672,-81.045672,"Catawba","NC","United States",NA,NA
"909","Chatham, North Carolina",-79.996213,35.983826,"street_address","rooftop","Chatham, North Carolina",35.984826,35.982826,-79.995213,-79.997213,"High Point","NC","United States","1400","Chatham Dr"
"910","Cherokee, North Carolina",-83.34906,35.494881,"locality","rooftop","Cherokee, North Carolina",35.495881,35.493881,-83.34806,-83.35006,"Cherokee","NC","United States",NA,NA
"911","Cleveland, North Carolina",-80.681056,35.755719,"locality","rooftop","Cleveland, North Carolina",35.756719,35.754719,-80.680056,-80.682056,"Cleveland","NC","United States",NA,NA
"912","Columbus, North Carolina",-82.19706,35.25317,"locality","rooftop","Columbus, North Carolina",35.25417,35.25217,-82.19606,-82.19806,"Columbus","NC","United States",NA,NA
"913","Craven, North Carolina",-81.217317,35.263636,"street_address","rooftop","Craven, North Carolina",35.264636,35.262636,-81.216317,-81.218317,"Gastonia","NC","United States","301","Craven St"
"914","Cumberland, North Carolina",-78.915788,35.150896,"locality","rooftop","Cumberland, North Carolina",35.151896,35.149896,-78.914788,-78.916788,"Cumberland","NC","United States",NA,NA
"915","Dare, North Carolina",-80.183067,35.786735,"street_address","rooftop","Dare, North Carolina",35.787735,35.785735,-80.182067,-80.184067,"Lexington","NC","United States","101","Darr Pl"
"916","Davidson, North Carolina",-80.83912,35.50233,"locality","rooftop","Davidson, North Carolina",35.50333,35.50133,-80.83812,-80.84012,"Davidson","NC","United States",NA,NA
"917","Duplin, North Carolina",-81.195203,35.445625,"street_address","rooftop","Duplin, North Carolina",35.446625,35.444625,-81.194203,-81.196203,"Lincolnton","NC","United States","1801","Duplin Ln"
"918","Durham, North Carolina",-79.023205,35.850295,"locality","rooftop","Durham, North Carolina",35.851295,35.849295,-79.022205,-79.024205,"Fearrington","NC","United States",NA,NA
"919","Edgecombe, North Carolina",-80.986333,35.455846,"street_address","rooftop","Edgecombe, North Carolina",35.456846,35.454846,-80.985333,-80.987333,"Denver","NC","United States","801","Edgecombe Ln"
"920","Nash, North Carolina",-81.174101,35.22931,"street_address","rooftop","Nash, North Carolina",35.23031,35.22831,-81.173101,-81.175101,"Gastonia","NC","United States","501","Nash Ct"
"921","Forsyth, North Carolina",-80.038713,36.146101,"street_address","rooftop","Forsyth, North Carolina",36.147101,36.145101,-80.037713,-80.039713,"Kernersville","NC","United States","1301","Forsyth Rd"
"922","Franklin, North Carolina",-83.422421,35.155829,"locality","rooftop","Franklin, North Carolina",35.156829,35.154829,-83.421421,-83.423421,"Franklin","NC","United States",NA,NA
"923","Gaston, North Carolina",-77.64498,36.50043,"locality","rooftop","Gaston, North Carolina",36.50143,36.49943,-77.64398,-77.64598,"Gaston","NC","United States",NA,NA
"924","Granville, North Carolina",-77.375112,35.580757,"street_address","rooftop","Granville, North Carolina",35.581757,35.579757,-77.374112,-77.376112,"Greenville","NC","United States","101","Granville Dr"
"925","Greene, North Carolina",-81.837837,35.284624,"street_address","rooftop","Greene, North Carolina",35.285624,35.283624,-81.836837,-81.838837,"Forest City","NC","United States","101","Greene Rd"
"926","Guilford, North Carolina",-79.898091,36.076803,"locality","rooftop","Guilford, North Carolina",36.077803,36.075803,-79.897091,-79.899091,"Greensboro","NC","United States",NA,NA
"927","Halifax, North Carolina",-81.121302,35.191639,"street_address","rooftop","Halifax, North Carolina",35.192639,35.190639,-81.120302,-81.122302,"Gastonia","NC","United States","101","Halifax Ct"
"928","Harnett, North Carolina",-79.50563,35.886941,"street_address","rooftop","Harnett, North Carolina",35.887941,35.885941,-79.50463,-79.50663,"Liberty","NC","United States","7601","Hornaday Trl"
"929","Haywood, North Carolina",-79.063905,35.620152,"locality","rooftop","Haywood, North Carolina",35.621152,35.619152,-79.062905,-79.064905,"Moncure","NC","United States",NA,NA
"930","Henderson, North Carolina",-78.397878,36.371801,"locality","rooftop","Henderson, North Carolina",36.372801,36.370801,-78.396878,-78.398878,"South Henderson","NC","United States",NA,NA
"931","Hertford, North Carolina",-76.373128,36.168529,"locality","rooftop","Hertford, North Carolina",36.169529,36.167529,-76.372128,-76.374128,"Hertford","NC","United States",NA,NA
"932","Hoke, North Carolina",-77.539625,35.382395,"street_address","rooftop","Hoke, North Carolina",35.383395,35.381395,-77.538625,-77.540625,"Grifton","NC","United States","2585","Hugo Rd"
"933","Iredell, North Carolina",-78.591123,33.933228,"locality","rooftop","Iredell, North Carolina",33.934228,33.932228,-78.590123,-78.592123,"Shallotte","NC","United States",NA,NA
"934","Jackson, North Carolina",-81.880662,35.332126,"street_address","rooftop","Jackson, North Carolina",35.333126,35.331126,-81.879662,-81.881662,"Forest City","NC","United States","101","Jackson St"
"935","Johnston, North Carolina",-81.36941,35.428046,"street_address","rooftop","Johnston, North Carolina",35.429046,35.427046,-81.36841,-81.37041,"Crouse","NC","United States","2547","Johnstown Rd"
